0.000100	5.001500
0.000200	5.003000
0.000300	5.004500
0.000400	5.006001
0.000500	5.007501
0.000600	5.009001
0.000700	5.010501
0.000800	5.012001
0.000900	5.013501
0.001000	5.015002
0.001100	5.016502
0.001200	5.018002
0.001300	5.019502
0.001400	5.021002
0.001500	5.022502
0.001600	5.024002
0.001700	5.025503
0.001800	5.027003
0.001900	5.028503
0.002000	5.030003
0.002100	5.031503
0.002200	5.033003
0.002300	5.034503
0.002400	5.036004
0.002500	5.037504
0.002600	5.039004
0.002700	5.040504
0.002800	5.042004
0.002900	5.043504
0.003000	5.045005
0.003100	5.046505
0.003200	5.048005
0.003300	5.049505
0.003400	5.051005
0.003500	5.052505
0.003600	5.054005
0.003700	5.055506
0.003800	5.057006
0.003900	5.058506
0.004000	5.060006
0.004100	5.061506
0.004200	5.063006
0.004300	5.064506
0.004400	5.066007
0.004500	5.067507
0.004600	5.069007
0.004700	5.070507
0.004800	5.072007
0.004900	5.073507
0.005001	5.075008
0.005101	5.076508
0.005201	5.078008
0.005301	5.079508
0.005401	5.081008
0.005501	5.082508
0.005601	5.084008
0.005701	5.085509
0.005801	5.087009
0.005901	5.088509
0.006001	5.090009
0.006101	5.091509
0.006201	5.093009
0.006301	5.094509
0.006401	5.096010
0.006501	5.097510
0.006601	5.099010
0.006701	5.100510
0.006801	5.102010
0.006901	5.103510
0.007001	5.105011
0.007101	5.106511
0.007201	5.108011
0.007301	5.109511
0.007401	5.111011
0.007501	5.112511
0.007601	5.114011
0.007701	5.115512
0.007801	5.117012
0.007901	5.118512
0.008001	5.120012
0.008101	5.121512
0.008201	5.123012
0.008301	5.124512
0.008401	5.126013
0.008501	5.127513
0.008601	5.129013
0.008701	5.130513
0.008801	5.132013
0.008901	5.133513
0.009001	5.135014
0.009101	5.136514
0.009201	5.138014
0.009301	5.139514
0.009401	5.141014
0.009501	5.142514
0.009601	5.144014
0.009701	5.145515
0.009801	5.147015
0.009901	5.148515
0.010001	5.150015
0.010101	5.151515
0.010201	5.153015
0.010301	5.154515
0.010401	5.156016
0.010501	5.157516
0.010601	5.159016
0.010701	5.160516
0.010801	5.162016
0.010901	5.163516
0.011001	5.165017
0.011101	5.166517
0.011201	5.168017
0.011301	5.169517
0.011401	5.171017
0.011501	5.172517
0.011601	5.174017
0.011701	5.175518
0.011801	5.177018
0.011901	5.178518
0.012001	5.180018
0.012101	5.181518
0.012201	5.183018
0.012301	5.184518
0.012401	5.186019
0.012501	5.187519
0.012601	5.189019
0.012701	5.190519
0.012801	5.192019
0.012901	5.193519
0.013001	5.195020
0.013101	5.196520
0.013201	5.198020
0.013301	5.199520
0.013401	5.201020
0.013501	5.202520
0.013601	5.204020
0.013701	5.205521
0.013801	5.207021
0.013901	5.208521
0.014001	5.210021
0.014101	5.211521
0.014201	5.213021
0.014301	5.214521
0.014401	5.216022
0.014501	5.217522
0.014601	5.219022
0.014701	5.220522
0.014801	5.222022
0.014901	5.223522
0.015002	5.225023
0.015102	5.226523
0.015202	5.228023
0.015302	5.229523
0.015402	5.231023
0.015502	5.232523
0.015602	5.234023
0.015702	5.235524
0.015802	5.237024
0.015902	5.238524
0.016002	5.240024
0.016102	5.241524
0.016202	5.243024
0.016302	5.244524
0.016402	5.246025
0.016502	5.247525
0.016602	5.249025
0.016702	5.250525
0.016802	5.252025
0.016902	5.253525
0.017002	5.255026
0.017102	5.256526
0.017202	5.258026
0.017302	5.259526
0.017402	5.261026
0.017502	5.262526
0.017602	5.264026
0.017702	5.265527
0.017802	5.267027
0.017902	5.268527
0.018002	5.270027
0.018102	5.271527
0.018202	5.273027
0.018302	5.274527
0.018402	5.276028
0.018502	5.277528
0.018602	5.279028
0.018702	5.280528
0.018802	5.282028
0.018902	5.283528
0.019002	5.285029
0.019102	5.286529
0.019202	5.288029
0.019302	5.289529
0.019402	5.291029
0.019502	5.292529
0.019602	5.294029
0.019702	5.295530
0.019802	5.297030
0.019902	5.298530
0.020002	5.300030
0.020102	5.301530
0.020202	5.303030
0.020302	5.304530
0.020402	5.306031
0.020502	5.307531
0.020602	5.309031
0.020702	5.310531
0.020802	5.312031
0.020902	5.313531
0.021002	5.315032
0.021102	5.316532
0.021202	5.318032
0.021302	5.319532
0.021402	5.321032
0.021502	5.322532
0.021602	5.324032
0.021702	5.325533
0.021802	5.327033
0.021902	5.328533
0.022002	5.330033
0.022102	5.331533
0.022202	5.333033
0.022302	5.334533
0.022402	5.336034
0.022502	5.337534
0.022602	5.339034
0.022702	5.340534
0.022802	5.342034
0.022902	5.343534
0.023002	5.345035
0.023102	5.346535
0.023202	5.348035
0.023302	5.349535
0.023402	5.351035
0.023502	5.352535
0.023602	5.354035
0.023702	5.355536
0.023802	5.357036
0.023902	5.358536
0.024002	5.360036
0.024102	5.361536
0.024202	5.363036
0.024302	5.364536
0.024402	5.366037
0.024502	5.367537
0.024602	5.369037
0.024702	5.370537
0.024802	5.372037
0.024902	5.373537
0.025003	5.375038
0.025103	5.376538
0.025203	5.378038
0.025303	5.379538
0.025403	5.381038
0.025503	5.382538
0.025603	5.384038
0.025703	5.385539
0.025803	5.387039
0.025903	5.388539
0.026003	5.390039
0.026103	5.391539
0.026203	5.393039
0.026303	5.394539
0.026403	5.396040
0.026503	5.397540
0.026603	5.399040
0.026703	5.400540
0.026803	5.402040
0.026903	5.403540
0.027003	5.405041
0.027103	5.406541
0.027203	5.408041
0.027303	5.409541
0.027403	5.411041
0.027503	5.412541
0.027603	5.414041
0.027703	5.415542
0.027803	5.417042
0.027903	5.418542
0.028003	5.420042
0.028103	5.421542
0.028203	5.423042
0.028303	5.424542
0.028403	5.426043
0.028503	5.427543
0.028603	5.429043
0.028703	5.430543
0.028803	5.432043
0.028903	5.433543
0.029003	5.435044
0.029103	5.436544
0.029203	5.438044
0.029303	5.439544
0.029403	5.441044
0.029503	5.442544
0.029603	5.444044
0.029703	5.445545
0.029803	5.447045
0.029903	5.448545
0.030003	5.450045
0.030103	5.451545
0.030203	5.453045
0.030303	5.454545
0.030403	5.456046
0.030503	5.457546
0.030603	5.459046
0.030703	5.460546
0.030803	5.462046
0.030903	5.463546
0.031003	5.465047
0.031103	5.466547
0.031203	5.468047
0.031303	5.469547
0.031403	5.471047
0.031503	5.472547
0.031603	5.474047
0.031703	5.475548
0.031803	5.477048
0.031903	5.478548
0.032003	5.480048
0.032103	5.481548
0.032203	5.483048
0.032303	5.484548
0.032403	5.486049
0.032503	5.487549
0.032603	5.489049
0.032703	5.490549
0.032803	5.492049
0.032903	5.493549
0.033003	5.495050
0.033103	5.496550
0.033203	5.498050
0.033303	5.499550
0.033403	5.501050
0.033503	5.502550
0.033603	5.504050
0.033703	5.505551
0.033803	5.507051
0.033903	5.508551
0.034003	5.510051
0.034103	5.511551
0.034203	5.513051
0.034303	5.514551
0.034403	5.516052
0.034503	5.517552
0.034603	5.519052
0.034703	5.520552
0.034803	5.522052
0.034903	5.523552
0.035004	5.525053
0.035104	5.526553
0.035204	5.528053
0.035304	5.529553
0.035404	5.531053
0.035504	5.532553
0.035604	5.534053
0.035704	5.535554
0.035804	5.537054
0.035904	5.538554
0.036004	5.540054
0.036104	5.541554
0.036204	5.543054
0.036304	5.544554
0.036404	5.546055
0.036504	5.547555
0.036604	5.549055
0.036704	5.550555
0.036804	5.552055
0.036904	5.553555
0.037004	5.555056
0.037104	5.556556
0.037204	5.558056
0.037304	5.559556
0.037404	5.561056
0.037504	5.562556
0.037604	5.564056
0.037704	5.565557
0.037804	5.567057
0.037904	5.568557
0.038004	5.570057
0.038104	5.571557
0.038204	5.573057
0.038304	5.574557
0.038404	5.576058
0.038504	5.577558
0.038604	5.579058
0.038704	5.580558
0.038804	5.582058
0.038904	5.583558
0.039004	5.585059
0.039104	5.586559
0.039204	5.588059
0.039304	5.589559
0.039404	5.591059
0.039504	5.592559
0.039604	5.594059
0.039704	5.595560
0.039804	5.597060
0.039904	5.598560
0.040004	5.600060
0.040104	5.601560
0.040204	5.603060
0.040304	5.604560
0.040404	5.606061
0.040504	5.607561
0.040604	5.609061
0.040704	5.610561
0.040804	5.612061
0.040904	5.613561
0.041004	5.615062
0.041104	5.616562
0.041204	5.618062
0.041304	5.619562
0.041404	5.621062
0.041504	5.622562
0.041604	5.624062
0.041704	5.625563
0.041804	5.627063
0.041904	5.628563
0.042004	5.630063
0.042104	5.631563
0.042204	5.633063
0.042304	5.634563
0.042404	5.636064
0.042504	5.637564
0.042604	5.639064
0.042704	5.640564
0.042804	5.642064
0.042904	5.643564
0.043004	5.645065
0.043104	5.646565
0.043204	5.648065
0.043304	5.649565
0.043404	5.651065
0.043504	5.652565
0.043604	5.654065
0.043704	5.655566
0.043804	5.657066
0.043904	5.658566
0.044004	5.660066
0.044104	5.661566
0.044204	5.663066
0.044304	5.664566
0.044404	5.666067
0.044504	5.667567
0.044604	5.669067
0.044704	5.670567
0.044804	5.672067
0.044904	5.673567
0.045005	5.675068
0.045105	5.676568
0.045205	5.678068
0.045305	5.679568
0.045405	5.681068
0.045505	5.682568
0.045605	5.684068
0.045705	5.685569
0.045805	5.687069
0.045905	5.688569
0.046005	5.690069
0.046105	5.691569
0.046205	5.693069
0.046305	5.694569
0.046405	5.696070
0.046505	5.697570
0.046605	5.699070
0.046705	5.700570
0.046805	5.702070
0.046905	5.703570
0.047005	5.705071
0.047105	5.706571
0.047205	5.708071
0.047305	5.709571
0.047405	5.711071
0.047505	5.712571
0.047605	5.714071
0.047705	5.715572
0.047805	5.717072
0.047905	5.718572
0.048005	5.720072
0.048105	5.721572
0.048205	5.723072
0.048305	5.724572
0.048405	5.726073
0.048505	5.727573
0.048605	5.729073
0.048705	5.730573
0.048805	5.732073
0.048905	5.733573
0.049005	5.735074
0.049105	5.736574
0.049205	5.738074
0.049305	5.739574
0.049405	5.741074
0.049505	5.742574
0.049605	5.744074
0.049705	5.745575
0.049805	5.747075
0.049905	5.748575
0.050005	5.750075
0.050105	5.751575
0.050205	5.753075
0.050305	5.754575
0.050405	5.756076
0.050505	5.757576
0.050605	5.759076
0.050705	5.760576
0.050805	5.762076
0.050905	5.763576
0.051005	5.765077
0.051105	5.766577
0.051205	5.768077
0.051305	5.769577
0.051405	5.771077
0.051505	5.772577
0.051605	5.774077
0.051705	5.775578
0.051805	5.777078
0.051905	5.778578
0.052005	5.780078
0.052105	5.781578
0.052205	5.783078
0.052305	5.784578
0.052405	5.786079
0.052505	5.787579
0.052605	5.789079
0.052705	5.790579
0.052805	5.792079
0.052905	5.793579
0.053005	5.795080
0.053105	5.796580
0.053205	5.798080
0.053305	5.799580
0.053405	5.801080
0.053505	5.802580
0.053605	5.804080
0.053705	5.805581
0.053805	5.807081
0.053905	5.808581
0.054005	5.810081
0.054105	5.811581
0.054205	5.813081
0.054305	5.814581
0.054405	5.816082
0.054505	5.817582
0.054605	5.819082
0.054705	5.820582
0.054805	5.822082
0.054905	5.823582
0.055006	5.825083
0.055106	5.826583
0.055206	5.828083
0.055306	5.829583
0.055406	5.831083
0.055506	5.832583
0.055606	5.834083
0.055706	5.835584
0.055806	5.837084
0.055906	5.838584
0.056006	5.840084
0.056106	5.841584
0.056206	5.843084
0.056306	5.844584
0.056406	5.846085
0.056506	5.847585
0.056606	5.849085
0.056706	5.850585
0.056806	5.852085
0.056906	5.853585
0.057006	5.855086
0.057106	5.856586
0.057206	5.858086
0.057306	5.859586
0.057406	5.861086
0.057506	5.862586
0.057606	5.864086
0.057706	5.865587
0.057806	5.867087
0.057906	5.868587
0.058006	5.870087
0.058106	5.871587
0.058206	5.873087
0.058306	5.874587
0.058406	5.876088
0.058506	5.877588
0.058606	5.879088
0.058706	5.880588
0.058806	5.882088
0.058906	5.883588
0.059006	5.885089
0.059106	5.886589
0.059206	5.888089
0.059306	5.889589
0.059406	5.891089
0.059506	5.892589
0.059606	5.894089
0.059706	5.895590
0.059806	5.897090
0.059906	5.898590
0.060006	5.900090
0.060106	5.901590
0.060206	5.903090
0.060306	5.904590
0.060406	5.906091
0.060506	5.907591
